Timestamp,ElapsedMillis,Yaw,Pitch,Roll,Altitude,YawServo,PitchServo
21:36:55.988,187030,2.93,5.87,-0.91,729.4,10.04,4.24
21:36:56.215,187257,-5.32,3.95,-0.26,-0.0,-9.57,3.63
21:36:56.273,187315,-7.31,6.05,-0.20,0.1,-9.59,8.62
21:36:56.329,187371,-8.55,8.45,-0.25,0.1,-8.58,11.45
21:36:56.387,187429,-8.09,10.00,-0.36,-0.0,-4.74,10.37
21:36:56.443,187486,-5.23,9.51,-0.32,0.1,3.04,5.50
21:36:56.501,187543,-1.85,7.78,-0.23,0.1,7.09,1.00
21:36:56.672,187715,0.20,1.77,-0.28,0.1,-4.11,-2.46
21:36:56.730,187772,-2.35,1.71,-0.31,0.0,-7.77,1.03
21:36:56.787,187829,-4.99,3.17,-0.28,0.1,-9.45,5.27
21:36:56.844,187886,-7.54,5.50,-0.25,0.2,-11.27,9.59
21:36:56.959,188001,-10.11,10.42,-0.41,0.2,-7.88,12.32
21:36:57.016,188058,-7.78,11.46,-0.38,0.2,-0.19,10.22
21:36:57.073,188115,-5.17,11.28,-0.34,0.1,3.35,7.40
21:36:57.130,188172,-2.25,10.16,-0.27,0.1,5.26,4.45
21:36:57.188,188230,0.22,8.36,-0.17,0.0,5.77,1.61
21:36:57.244,188286,1.57,6.52,-0.14,0.1,4.20,0.02
21:36:57.301,188343,1.25,4.58,-0.17,0.1,0.43,-1.05
21:36:57.358,188400,-0.58,3.51,-0.20,0.1,-4.94,-0.00
21:36:57.417,188459,-2.85,3.76,-0.22,0.2,-7.67,3.27
21:36:57.473,188515,-5.20,5.16,-0.23,0.1,-9.32,7.24
21:36:57.531,188573,-7.51,7.17,-0.22,0.0,-10.63,9.98
21:36:57.588,188630,-9.32,9.40,-0.29,-0.0,-11.08,12.13
21:36:57.645,188687,-9.08,11.31,-0.30,-0.0,-6.55,12.19
21:36:57.702,188745,-7.81,12.22,-0.27,0.0,-2.35,11.28
21:36:57.758,188801,-5.72,12.28,-0.24,0.0,0.99,9.10
21:36:57.817,188859,-3.46,11.32,-0.21,0.0,2.74,6.08
21:36:57.874,188916,-1.46,9.56,-0.19,-0.0,3.07,3.26
21:36:57.931,188973,-0.23,7.28,-0.16,-0.0,2.46,0.22
21:36:57.989,189031,-0.28,4.89,-0.18,-0.0,-0.48,-1.81
21:36:58.045,189087,-1.80,2.94,-0.23,-0.0,-5.12,-1.91
21:36:58.159,189201,-6.04,4.13,-0.28,-0.0,-9.78,6.98
21:36:58.217,189259,-7.95,6.57,-0.30,0.1,-10.23,10.93
21:36:58.274,189316,-9.65,9.43,-0.33,0.1,-10.81,13.75
21:36:58.331,189373,-9.84,11.71,-0.39,0.0,-8.00,14.71
21:36:58.388,189430,-8.16,12.89,-0.34,0.0,-1.91,12.56
21:36:58.446,189488,-5.35,13.11,-0.28,-0.0,2.07,10.52
21:36:58.503,189545,-2.30,12.09,-0.21,0.1,5.17,6.96
21:36:58.560,189602,0.75,10.15,-0.11,0.1,6.82,3.45
21:36:58.617,189659,3.29,7.83,-0.04,0.0,7.19,1.30
21:36:58.674,189716,4.32,5.30,-0.08,-0.1,4.93,-0.55
21:36:58.732,189774,3.05,3.27,-0.15,0.1,-2.11,-1.63
21:36:58.789,189831,0.67,1.82,-0.21,0.1,-6.28,-0.57
21:36:58.846,189888,-2.37,1.51,-0.26,0.2,-9.46,1.75
21:36:58.903,189945,-5.12,2.36,-0.27,0.2,-11.33,5.35
21:36:58.960,190002,-7.78,3.69,-0.29,0.1,-12.17,7.42
21:36:59.017,190059,-9.75,4.61,-0.31,0.0,-11.90,7.17
21:36:59.131,190173,-10.47,5.29,-0.32,0.1,-7.74,5.78
21:36:59.190,190232,-10.35,5.42,-0.32,0.0,-7.25,5.82
21:36:59.247,190289,-10.08,5.24,-0.32,0.1,-6.83,5.02
21:36:59.304,190346,-9.66,4.89,-0.31,0.0,-6.16,4.26
21:36:59.360,190402,-9.08,4.61,-0.31,0.1,-5.60,4.35
21:36:59.417,190459,-8.59,4.21,-0.32,0.1,-5.44,3.99
21:36:59.474,190516,-8.21,3.19,-0.32,0.1,-5.63,1.95
21:36:59.532,190574,-7.41,1.94,-0.31,0.1,-4.23,0.50
21:36:59.589,190631,-6.58,0.86,-0.29,0.1,-3.55,0.22
21:36:59.647,190689,-5.91,-0.29,-0.28,0.1,-3.54,-0.76
21:36:59.704,190746,-5.46,-1.25,-0.27,0.2,-3.85,-0.83
21:36:59.760,190802,-5.00,-2.31,-0.29,0.1,-3.80,-1.55
21:36:59.817,190860,-4.57,-3.06,-0.29,0.0,-3.36,-1.33
21:36:59.875,190917,-3.86,-4.21,-0.28,-0.0,-2.50,-3.06
21:36:59.932,190974,-3.05,-4.95,-0.26,0.0,-1.77,-2.64
21:36:59.989,191031,-2.42,-5.25,-0.26,0.0,-1.67,-1.73
21:37:00.047,191089,-1.90,-5.41,-0.26,-0.0,-1.65,-1.48
21:37:00.103,191145,-1.22,-5.73,-0.24,0.1,-1.06,-1.98
21:37:00.161,191203,-0.43,-6.17,-0.25,0.0,-0.37,-2.62
21:37:00.218,191260,0.09,-6.35,-0.24,-0.0,-0.33,-2.26
21:37:00.275,191317,0.48,-6.47,-0.24,-0.0,-0.58,-2.14
21:37:00.333,191375,0.70,-6.45,-0.25,-0.1,-0.90,-1.85
21:37:00.390,191432,0.79,-6.49,-0.24,-0.1,-1.14,-1.97
21:37:00.447,191489,0.77,-6.62,-0.24,0.0,-1.42,-2.35
21:37:00.504,191546,0.64,-6.69,-0.24,-0.0,-1.71,-2.33
21:37:00.561,191603,0.33,-6.68,-0.25,-0.1,-2.43,-2.15
21:37:00.619,191661,0.01,-6.55,-0.25,-0.0,-2.62,-1.77
21:37:00.675,191717,-0.25,-6.51,-0.25,-0.0,-2.61,-2.04
21:37:00.733,191775,-0.53,-6.35,-0.25,-0.0,-2.83,-1.71
21:37:00.790,191832,-0.74,-6.18,-0.26,0.1,-2.88,-1.53
21:37:00.847,191889,-0.87,-6.06,-0.27,-0.0,-2.78,-1.62
21:37:00.904,191946,-0.83,-5.95,-0.27,0.0,-2.25,-1.67
21:37:00.962,192004,-0.86,-5.84,-0.28,-0.0,-2.46,-1.64
21:37:01.019,192061,-0.94,-5.66,-0.28,-0.1,-2.61,-1.40
21:37:01.076,192118,-0.95,-5.47,-0.27,0.0,-2.51,-1.34
21:37:01.134,192176,-0.89,-5.11,-0.28,-0.0,-2.30,-0.69
21:37:01.190,192232,-0.78,-4.67,-0.29,-0.0,-2.11,-0.28
21:37:01.248,192290,-0.64,-4.24,-0.29,0.0,-1.98,-0.04
21:37:01.305,192347,-0.45,-3.87,-0.28,0.1,-1.72,0.04
21:37:01.362,192404,-0.22,-3.53,-0.29,-0.1,-1.45,0.15
21:37:01.419,192461,0.07,-3.15,-0.28,-0.0,-1.18,0.39
21:37:01.477,192519,0.31,-2.77,-0.28,-0.2,-1.10,0.62
21:37:01.534,192576,0.49,-2.33,-0.28,-0.1,-1.15,1.08
21:37:01.591,192633,0.66,-2.04,-0.28,-0.1,-1.10,0.86
21:37:01.648,192690,0.85,-1.91,-0.28,-0.1,-0.93,0.54
21:37:01.705,192747,1.05,-1.73,-0.28,0.0,-0.75,0.72
21:37:01.763,192805,1.20,-1.49,-0.29,0.1,-0.78,1.00
21:37:01.819,192861,1.28,-1.21,-0.28,0.1,-0.89,1.26
21:37:01.876,192918,1.32,-0.98,-0.29,0.1,-0.94,1.30
21:37:01.934,192976,1.29,-0.70,-0.29,0.1,-1.17,1.52
21:37:01.991,193033,1.22,-0.40,-0.30,0.1,-1.27,1.80
21:37:02.048,193091,1.13,-0.30,-0.30,0.1,-1.40,1.43
21:37:02.105,193147,1.06,-0.24,-0.30,0.1,-1.40,1.31
21:37:02.163,193205,0.88,-0.21,-0.31,0.2,-1.66,1.21
21:37:02.220,193262,0.60,-0.05,-0.31,0.2,-2.16,1.61
21:37:02.277,193319,0.36,0.29,-0.31,0.1,-2.23,2.30
21:37:02.334,193376,0.17,0.48,-0.30,0.1,-2.19,2.09
21:37:02.392,193434,0.07,0.52,-0.31,0.1,-2.05,1.75
21:37:02.449,193491,0.05,0.49,-0.31,0.1,-1.87,1.54
21:37:02.505,193548,0.01,0.45,-0.31,0.0,-1.90,1.46
21:37:02.563,193605,-0.07,0.52,-0.32,-0.0,-2.04,1.75
