Timestamp,ElapsedMillis,Yaw,Pitch,Roll,Altitude,YawServo,PitchServo,Pyro1,Pyro2,DeltaTime,State
19:51:38.569,6506,0.95,-0.48,0.13,0.0,83.50,92.50,0,0,0.0017,0
19:51:38.571,6508,0.95,-0.50,0.14,0.0,83.50,92.50,0,0,0.0023,0
19:51:38.573,6510,0.95,-0.50,0.12,0.0,83.50,92.50,1,0,0.0016,0
19:51:38.575,6512,0.95,-0.52,0.14,0.0,83.50,92.50,0,0,0.0010,0
19:51:38.577,6514,1.02,-0.57,0.26,0.0,83.50,92.50,0,1,0.0029,0
19:51:38.767,6704,1.02,-0.58,0.26,0.0,83.50,92.50,0,1,0.0042,0
19:51:38.967,6904,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0029,0
19:51:39.169,7106,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0010,0
19:51:39.367,7304,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0029,0
19:51:39.572,7509,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0029,0
19:51:39.768,7705,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0024,0
19:51:39.968,7905,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0061,0
19:51:40.169,8106,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0062,0
19:51:40.369,8306,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0036,0
19:51:40.573,8510,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0023,0
19:51:40.774,8711,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0010,0
19:51:40.979,8916,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0010,0
19:51:41.179,9116,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0029,0
19:51:41.379,9316,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0029,0
19:51:41.579,9517,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0047,0
19:51:41.984,9921,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0010,0
19:51:42.184,10121,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0036,0
19:51:42.384,10321,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0017,0
19:51:42.584,10521,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0036,0
19:51:42.784,10721,1.02,-0.58,0.26,0.0,83.50,92.50,0,1,0.0016,0
19:51:42.989,10926,1.02,-0.58,0.26,0.0,83.50,92.50,0,1,0.0017,0
19:51:43.189,11126,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0029,0
19:51:43.389,11327,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0054,0
19:51:43.590,11527,1.02,-0.58,0.26,0.0,83.50,92.50,0,1,0.0010,0
19:51:43.790,11728,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0055,0
19:51:43.994,11931,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0036,0
19:51:44.195,12132,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0036,0
19:51:44.395,12332,1.02,-0.58,0.26,0.0,83.50,92.50,0,1,0.0036,0
19:51:44.596,12533,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0017,0
19:51:44.796,12733,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0024,0
19:51:45.000,12938,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0016,0
19:51:45.201,13138,1.02,-0.58,0.26,0.0,83.50,92.50,0,0,0.0010,0
19:51:45.400,13337,1.01,-0.57,0.26,0.0,83.50,92.50,0,1,0.0035,0
19:51:45.606,13543,1.02,-0.59,0.26,0.0,83.50,92.50,0,0,0.0029,0
19:51:45.810,13747,1.02,-0.60,0.28,0.0,83.50,92.50,0,0,0.0017,0
19:51:46.011,13948,1.02,-0.60,0.29,0.0,83.50,92.50,0,0,0.0010,0
19:51:46.215,14152,1.03,-0.60,0.29,0.0,83.50,92.50,0,0,0.0010,0
19:51:46.417,14354,1.03,-0.60,0.29,0.0,83.50,92.50,0,1,0.0036,0
19:51:47.021,14958,1.03,-0.61,0.29,0.0,83.50,92.50,0,0,0.0010,0
19:51:56.287,24224,1.03,-0.60,0.30,0.0,83.50,92.50,0,0,0.0023,1
19:51:56.488,24425,1.57,-0.41,-0.01,0.0,83.50,92.50,0,0,0.0010,1
19:51:56.687,24624,1.57,-0.41,-0.01,0.0,83.50,92.50,0,0,0.0010,1
19:51:56.893,24830,1.58,-0.41,-0.01,0.0,83.50,92.50,0,0,0.0010,1
19:51:57.093,25030,1.58,-0.41,-0.01,0.0,83.50,92.50,0,0,0.0010,1
19:51:57.298,25235,1.58,-0.40,-0.02,0.0,83.50,92.50,0,0,0.0017,1
19:51:57.497,25434,1.59,-0.40,-0.01,0.0,83.50,92.50,0,1,0.0017,1
19:51:57.702,25639,1.59,-0.41,0.00,0.0,83.50,92.50,0,0,0.0010,1
19:51:57.902,25839,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0029,1
19:51:58.103,26040,1.58,-0.41,0.01,0.0,83.50,92.50,1,0,0.0029,1
19:51:58.304,26241,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0050,1
19:51:58.502,26439,1.58,-0.41,0.01,0.0,83.50,92.50,0,1,0.0036,1
19:51:58.707,26644,1.58,-0.41,0.01,0.0,83.50,92.50,0,1,0.0055,1
19:51:58.907,26844,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0062,1
19:51:59.108,27045,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0036,1
19:51:59.313,27250,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0010,1
19:51:59.513,27450,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0017,1
19:51:59.713,27650,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0010,1
19:51:59.914,27851,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0048,1
19:52:00.114,28051,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0029,1
19:52:00.314,28251,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0029,1
19:52:00.514,28451,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0029,1
19:52:00.715,28652,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0029,1
19:52:00.915,28852,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0010,1
19:52:01.115,29052,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0029,1
19:52:01.315,29252,1.58,-0.41,0.01,0.0,83.50,92.50,0,0,0.0029,1
19:52:01.517,29454,1.58,-0.41,0.00,0.0,83.50,92.50,0,0,0.0029,2
