Timestamp,ElapsedMillis,Yaw,Pitch,Roll,Altitude,YawServo,PitchServo,Pyro1,Pyro2
13:23:45.050,24887,-5.93,87.71,-92.10,0.0,83.00,92.50,1,0
13:23:45.051,24888,-5.93,87.71,-92.10,0.0,83.00,92.50,0,0
13:23:45.051,24888,-5.93,87.71,-92.10,0.0,83.00,92.50,0,0
13:23:45.052,24889,-5.93,87.71,-92.10,0.0,83.00,92.50,0,0
13:23:45.053,24890,0.02,88.13,-89.44,0.0,83.00,97.00,0,1
13:23:45.149,24986,-0.06,88.11,-89.51,0.0,83.00,97.00,0,0
13:23:45.250,25087,-0.38,88.11,-89.85,0.0,83.00,97.00,0,0
13:23:45.350,25187,-0.54,88.10,-89.99,0.0,83.00,97.00,0,0
13:23:45.465,25302,-0.52,88.10,-89.99,0.0,83.00,97.00,0,0
13:23:45.576,25413,-0.39,88.10,-89.85,0.0,83.00,97.00,0,1
13:23:45.685,25522,-0.38,88.10,-89.85,0.0,83.00,97.00,1,0
13:23:45.786,25623,-0.47,88.10,-89.94,0.0,83.00,97.00,0,1
13:23:45.990,25827,-0.36,88.08,-89.85,0.0,83.00,97.00,0,0
13:23:46.091,25928,-0.49,88.08,-90.01,0.0,83.00,97.00,0,0
13:23:46.206,26043,-0.69,88.08,-90.20,0.0,83.00,97.00,0,0
13:23:46.317,26154,-0.65,88.09,-90.24,0.0,83.00,97.00,0,0
13:23:46.416,26253,-0.66,88.08,-90.20,0.0,83.00,97.00,0,0
13:23:46.516,26353,-0.38,88.07,-90.00,0.0,83.00,97.00,0,0
13:23:46.622,26459,-0.43,88.07,-90.01,0.0,83.00,97.00,0,0
13:23:46.727,26564,-0.56,88.08,-90.17,0.0,83.00,97.00,0,0
13:23:46.827,26664,-0.48,88.08,-90.08,0.0,83.00,97.00,0,0
13:23:46.927,26764,-0.20,88.08,-89.75,0.0,83.00,97.00,0,0
13:23:47.142,26979,-0.15,88.07,-89.74,0.0,83.00,97.00,0,0
13:23:47.243,27080,-0.26,88.07,-89.89,0.0,83.00,97.00,0,0
13:23:47.358,27195,-0.50,88.06,-90.13,0.0,83.00,97.00,0,0
13:23:47.457,27294,-0.47,88.05,-90.17,0.0,83.00,97.00,0,0
13:23:47.568,27405,-0.59,88.04,-90.20,0.0,83.00,97.00,0,1
13:23:47.667,27504,0.43,88.02,-89.40,0.0,83.00,97.00,0,0
13:23:47.777,27614,0.26,88.01,-89.27,0.0,83.00,97.00,0,1
13:23:47.892,27730,0.80,87.99,-88.97,0.0,83.00,97.00,0,1
13:23:48.002,27839,0.29,87.99,-89.22,0.0,83.00,97.00,0,0
13:23:48.112,27949,0.46,87.99,-89.22,0.0,83.00,97.00,0,1
13:23:48.218,28055,-0.04,87.99,-89.37,0.0,83.00,97.00,1,0
13:23:48.433,28270,0.22,88.00,-89.23,0.0,83.00,97.00,0,0
13:23:48.532,28369,0.44,88.00,-89.10,0.0,83.00,97.00,0,0
13:23:48.643,28480,0.08,88.00,-89.32,0.0,83.00,97.00,0,0
13:23:48.743,28580,0.28,88.00,-89.23,0.0,83.00,97.00,0,0
13:23:48.843,28680,0.32,88.00,-89.23,0.0,83.00,97.00,0,0
13:23:48.958,28795,0.10,88.00,-89.41,0.0,83.00,97.00,0,0
13:23:49.068,28905,0.15,87.99,-89.36,0.0,83.00,97.00,0,0
13:23:49.168,29005,0.17,88.01,-89.33,0.0,83.00,97.00,0,0
13:23:49.283,29120,0.32,88.01,-89.24,0.0,83.00,97.00,0,0
13:23:49.382,29219,0.58,88.00,-88.92,0.0,83.00,97.00,0,0
13:23:49.483,29320,1.02,87.99,-88.52,0.0,83.00,97.00,0,0
13:23:49.593,29431,1.07,87.98,-88.39,0.0,83.00,97.00,0,1
13:23:49.693,29530,1.31,87.96,-88.23,0.0,83.00,97.00,0,0
