Timestamp,ElapsedMillis,Yaw,Pitch,Roll,Altitude,YawServo,PitchServo,Pyro1,Pyro2,DeltaTime,State
19:35:19.424,15318,0.36,-0.75,0.02,0.0,83.50,92.50,0,0,0.0016,0
19:35:19.425,15319,0.37,-0.76,0.03,0.0,83.50,92.50,0,0,0.0023,0
19:35:19.427,15321,0.38,-0.75,0.03,0.0,83.50,92.50,0,1,0.0011,0
19:35:19.429,15323,0.38,-0.76,0.04,0.0,83.50,92.50,0,0,0.0029,0
19:35:19.431,15325,0.39,-0.74,0.03,0.0,83.50,92.50,0,0,0.0035,0
19:35:19.623,15517,0.39,-0.74,0.03,0.0,83.50,92.50,0,0,0.0010,0
19:35:19.824,15718,0.39,-0.74,0.03,0.0,83.50,92.50,0,0,0.0042,0
19:35:20.023,15917,0.39,-0.74,0.03,0.0,83.50,92.50,0,0,0.0010,0
19:35:20.223,16117,0.39,-0.74,0.03,0.0,83.50,92.50,0,0,0.0035,0
19:35:20.424,16318,0.38,-0.74,0.03,0.0,83.50,92.50,0,0,0.0010,0
19:35:20.629,16523,0.37,-0.74,0.02,0.0,83.50,92.50,0,0,0.0042,0
19:35:20.830,16724,0.37,-0.75,0.02,0.0,83.50,92.50,0,1,0.0010,0
19:35:21.033,16928,0.37,-0.75,0.02,0.0,83.50,92.50,0,0,0.0010,0
19:35:21.238,17132,0.38,-0.75,0.02,0.0,83.50,92.50,0,0,0.0016,0
19:35:21.444,17338,0.38,-0.75,0.02,0.0,83.50,92.50,0,0,0.0036,0
19:35:21.644,17538,0.38,-0.75,0.02,0.0,83.50,92.50,0,0,0.0055,0
19:35:21.844,17738,0.38,-0.75,0.02,0.0,83.50,92.50,0,1,0.0010,0
19:35:22.045,17939,0.38,-0.75,0.02,0.0,83.50,92.50,0,0,0.0036,0
19:35:22.249,18143,0.38,-0.75,0.02,0.0,83.50,92.50,0,0,0.0010,0
19:35:22.450,18344,0.38,-0.75,0.02,0.0,83.50,92.50,0,0,0.0035,0
19:35:22.650,18544,0.38,-0.75,0.02,0.0,83.50,92.50,0,0,0.0029,0
19:35:22.851,18745,0.38,-0.75,0.02,0.0,83.50,92.50,0,1,0.0029,0
19:35:23.052,18946,0.38,-0.75,0.02,0.0,83.50,92.50,0,0,0.0010,0
19:35:23.255,19149,0.38,-0.75,0.02,0.0,83.50,92.50,0,0,0.0029,0
19:35:23.456,19350,0.38,-0.75,0.02,0.0,83.50,92.50,0,0,0.0029,0
19:35:23.656,19550,0.38,-0.75,0.02,0.0,83.50,92.50,0,0,0.0029,0
