Timestamp,ElapsedMillis,Yaw,Pitch,Roll,Altitude,YawServo,PitchServo,Pyro1,Pyro2,DeltaTime,State
19:43:27.363,11692,15.36,2.04,10.82,0.5,83.50,92.50,0,0,0.1352,5
19:43:27.364,11694,15.36,2.04,10.82,0.5,83.50,92.50,0,0,0.1362,5
19:43:27.366,11695,15.36,2.04,10.82,0.5,83.50,92.50,0,0,0.1376,5
19:43:27.368,11697,15.36,2.04,10.82,0.5,83.50,92.50,0,0,0.1352,5
19:43:27.370,11699,0.67,-0.54,0.02,0.0,83.50,92.50,0,0,0.0023,0
19:43:27.570,11899,0.67,-0.54,0.02,0.0,83.50,92.50,0,0,0.0024,0
19:43:27.769,12098,0.67,-0.54,0.02,0.0,83.50,92.50,0,1,0.0010,0
19:43:27.970,12299,0.67,-0.54,0.02,0.0,83.50,92.50,0,0,0.0043,0
19:43:28.168,12497,0.67,-0.54,0.02,0.0,83.50,92.50,0,0,0.0010,0
19:43:28.368,12697,0.67,-0.54,0.02,0.0,83.50,92.50,0,0,0.0035,0
19:43:28.574,12903,0.67,-0.54,0.02,0.0,83.50,92.50,0,1,0.0010,0
19:43:28.774,13103,0.67,-0.54,0.02,0.0,83.50,92.50,1,1,0.0010,0
19:43:28.978,13307,0.67,-0.54,0.02,0.0,83.50,92.50,0,0,0.0036,0
19:43:29.178,13507,1.22,-0.92,-0.90,0.0,83.50,92.50,0,0,0.0016,0
19:43:29.379,13708,4.30,-1.93,0.30,0.0,83.50,92.50,0,0,0.0023,0
19:43:29.584,13913,7.98,-3.26,2.95,0.0,83.50,92.50,0,0,0.0010,0
19:43:29.784,14114,9.14,-3.35,5.39,0.0,83.50,92.50,1,1,0.0031,0
19:43:29.984,14313,-1.40,0.56,9.94,0.0,83.50,92.50,0,1,0.0010,0
19:43:30.190,14519,-12.74,4.98,10.85,0.0,83.50,92.50,0,1,0.0023,0
19:43:30.390,14719,-18.56,5.90,10.38,0.0,83.50,92.50,0,1,0.0010,0
19:43:30.589,14918,-11.83,3.65,11.21,0.0,83.50,92.50,0,0,0.0010,0
19:43:30.789,15118,18.07,-4.96,8.52,0.0,83.50,92.50,0,0,0.0010,0
19:43:30.994,15323,27.38,-6.32,6.52,0.0,83.50,92.50,1,0,0.0017,0
19:43:31.194,15523,25.51,-6.49,6.74,0.0,83.50,92.50,0,0,0.0010,0
19:43:31.400,15729,-1.70,-0.11,11.31,0.0,83.50,92.50,0,0,0.0024,0
19:43:31.600,15929,3.92,-1.47,9.85,0.0,83.50,92.50,0,0,0.0024,0
19:43:31.799,16128,0.85,-0.53,9.74,0.0,83.50,92.50,0,0,0.0017,0
19:43:32.001,16330,0.65,-0.27,9.17,0.0,83.50,92.50,0,0,0.0023,0
19:43:32.200,16529,0.63,-0.30,9.15,0.0,83.50,92.50,0,0,0.0029,0
19:43:32.401,16730,0.64,-0.30,9.16,0.0,83.50,92.50,0,0,0.0023,0
19:43:32.602,16931,0.64,-0.29,9.17,0.0,83.50,92.50,0,0,0.0036,0
