Timestamp,ElapsedMillis,Yaw,Pitch,Roll,Altitude,YawServo,PitchServo
16:05:15.897,11228,-8.59,-2.52,-0.95,732.8,0.00,0.00
16:05:15.953,11284,2.74,-1.27,0.01,-0.0,-5.16,-1.51
16:05:16.010,11342,2.63,-1.19,0.00,0.0,1.39,-0.57
16:05:16.068,11399,2.49,-1.07,0.01,0.0,1.04,-0.25
16:05:16.125,11456,2.51,-0.95,-0.02,-0.1,1.68,-0.32
16:05:16.182,11513,2.54,-0.83,-0.03,-0.1,1.62,-0.27
16:05:16.239,11570,2.77,-0.73,-0.02,-0.2,2.17,-0.10
16:05:16.297,11628,3.36,-1.41,-0.01,-0.3,3.50,-2.21
16:05:16.354,11685,3.72,-2.34,-0.01,-0.2,3.78,-3.27
16:05:16.411,11742,3.76,-4.35,0.00,-0.1,2.55,-6.46
16:05:16.468,11799,3.19,-5.59,-0.01,-0.1,0.93,-6.37
16:05:16.525,11856,2.18,-6.33,-0.01,-0.1,-1.02,-6.04
16:05:16.585,11916,0.78,-6.35,-0.05,-0.1,-2.57,-4.32
16:05:16.640,11971,-0.72,-5.67,-0.07,-0.1,-3.71,-2.33
16:05:16.697,12028,-1.93,-4.36,-0.11,-0.0,-4.11,0.18
16:05:16.755,12086,-2.75,-2.55,-0.10,-0.1,-3.69,2.80
16:05:16.811,12142,-3.08,-0.33,-0.13,-0.2,-2.69,4.76
16:05:16.869,12200,-2.72,1.73,-0.12,-0.3,-0.82,5.92
16:05:16.926,12257,-1.77,3.53,-0.09,-0.1,1.23,6.47
16:05:16.983,12314,-0.47,5.08,-0.03,-0.1,2.81,6.60
16:05:17.040,12371,0.84,5.98,-0.01,-0.2,3.70,5.77
16:05:17.097,12429,1.61,5.93,0.02,-0.1,3.33,3.57
16:05:17.154,12485,1.89,5.26,0.03,-0.1,2.05,1.44
16:05:17.212,12543,1.55,4.58,0.02,-0.1,0.47,0.90
16:05:17.269,12600,0.53,4.26,-0.03,-0.2,-1.92,1.58
16:05:17.326,12657,-1.16,4.02,-0.05,-0.2,-4.46,1.82
16:05:17.383,12714,-3.24,3.82,-0.11,-0.2,-6.53,1.77
16:05:17.441,12772,-5.34,3.68,-0.14,-0.2,-8.04,1.84
16:05:17.498,12829,-6.48,3.65,-0.16,-0.2,-7.16,2.08
16:05:17.555,12886,-6.91,3.68,-0.17,-0.1,-5.50,2.31
16:05:17.612,12943,-6.19,3.72,-0.15,-0.1,-2.32,2.36
