Timestamp,ElapsedMillis,Yaw,Pitch,Roll,Altitude,YawServo,PitchServo
16:42:40.952,196131,5.31,-10.47,-2.01,688.5,0.00,0.00
16:42:41.009,196188,-9.73,4.46,0.00,0.1,3.19,-6.28
16:42:41.067,196246,-9.72,4.48,-0.01,0.2,-5.83,2.74
16:42:41.239,196418,-9.66,4.54,-0.01,0.2,-5.84,2.83
16:42:41.409,196588,-9.62,4.58,-0.01,0.1,-5.84,2.82
16:42:41.467,196646,-9.60,4.58,-0.02,0.1,-5.84,2.79
16:42:41.524,196703,-9.58,4.58,-0.02,0.2,-5.84,2.82
16:42:41.581,196760,-9.56,4.57,-0.02,0.2,-5.82,2.79
16:42:41.639,196818,-9.55,4.56,-0.02,0.2,-5.85,2.81
16:42:41.696,196875,-9.53,4.54,-0.03,0.1,-5.86,2.77
16:42:41.753,196932,-9.51,4.53,-0.02,0.2,-5.84,2.78
16:42:41.810,196989,-9.50,4.51,-0.03,0.1,-5.86,2.76
16:42:41.868,197047,-9.48,4.49,-0.03,0.2,-5.87,2.75
16:42:41.925,197104,-9.47,4.46,-0.03,0.2,-5.87,2.69
16:42:41.982,197161,-9.46,4.46,-0.03,0.3,-5.89,2.80
16:42:42.038,197217,-9.46,4.45,-0.03,0.3,-5.93,2.75
16:42:42.096,197275,-9.45,4.43,-0.03,0.3,-5.92,2.75
16:42:42.153,197332,-9.45,4.41,-0.02,0.3,-5.94,2.74
16:42:42.211,197390,-9.45,4.41,-0.02,0.3,-5.97,2.78
16:42:42.268,197447,-9.45,4.40,-0.02,0.3,-5.98,2.77
16:42:42.324,197503,-9.45,4.40,-0.02,0.3,-6.00,2.77
16:42:42.382,197561,-9.44,4.40,-0.01,0.3,-6.00,2.78
16:42:42.439,197618,-9.45,4.41,-0.01,0.2,-6.03,2.83
16:42:42.496,197675,-9.46,4.41,-0.01,0.2,-6.07,2.84
16:42:42.668,197847,-9.49,4.46,-0.00,0.3,-6.14,2.94
16:42:42.840,198019,-9.58,4.50,0.00,0.2,-6.25,2.96
16:42:42.897,198076,-9.61,4.52,0.00,0.2,-6.30,2.95
16:42:42.954,198133,-9.64,4.55,0.01,0.3,-6.33,3.03
16:42:43.125,198304,-9.70,4.56,0.01,0.4,-6.41,3.00
16:42:43.182,198361,-9.73,4.57,0.01,0.4,-6.45,3.01
16:42:43.239,198419,-9.76,4.57,0.01,0.4,-6.47,3.00
16:42:43.296,198475,-9.78,4.57,0.01,0.4,-6.49,2.99
16:42:43.354,198533,-9.81,4.56,0.02,0.4,-6.54,2.98
16:42:43.411,198590,-9.85,4.55,0.02,0.4,-6.57,2.99
16:42:43.469,198648,-9.88,4.55,0.03,0.3,-6.60,3.00
16:42:43.526,198705,-9.89,4.54,0.02,0.4,-6.60,3.00
16:42:43.583,198762,-9.92,4.55,0.02,0.4,-6.63,3.05
16:42:43.640,198819,-9.93,4.54,0.01,0.3,-6.64,2.98
16:42:43.697,198876,-9.95,4.52,0.01,0.4,-6.70,3.01
