Timestamp,ElapsedMillis,Yaw,Pitch,Roll,Altitude,YawServo,PitchServo,Pyro1,Pyro2,DeltaTime,State
19:08:29.873,10176,0.48,-0.46,-0.00,0.0,83.50,92.50,1,0,11.1625,0
19:08:29.875,10178,0.48,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0010,0
19:08:29.877,10180,0.48,-0.46,0.01,0.0,83.50,92.50,1,0,0.0029,0
19:08:29.888,10191,0.47,-0.47,0.01,0.0,83.50,92.50,1,0,0.0047,0
19:08:29.890,10193,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0010,0
19:08:30.072,10375,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0048,0
19:08:30.272,10575,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0029,0
19:08:30.473,10776,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0029,0
19:08:30.673,10976,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0029,0
19:08:30.879,11182,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0017,0
19:08:31.083,11386,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0029,0
19:08:31.284,11587,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0016,0
19:08:31.483,11786,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0062,0
19:08:31.688,11991,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0024,0
19:08:31.889,12192,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0010,0
19:08:32.089,12392,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0016,0
19:08:32.289,12592,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0010,0
19:08:32.489,12793,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0055,0
19:08:32.690,12993,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0010,0
19:08:32.888,13191,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0017,0
19:08:33.094,13397,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0010,0
19:08:33.294,13597,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0029,0
19:08:33.494,13797,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0010,0
19:08:33.694,13997,0.47,-0.47,-0.01,0.0,83.50,92.50,1,0,0.0054,0
